p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),OT
998.01,8.87,282.18,4.65,74.78,11.39,8.52,2.87,5.33,432.2
997.97,8.6,281.91,4.6,75.87,11.19,8.49,2.7,5.31,432.3
997.95,8.63,281.95,4.48,75.08,11.21,8.42,2.79,5.26,432.0
997.94,8.47,281.79,4.57,76.39,11.09,8.47,2.62,5.3,432.2
997.96,8.38,281.69,4.73,77.74,11.02,8.57,2.45,5.36,434.4
998.0,8.12,281.43,4.64,78.63,10.83,8.51,2.31,5.32,435.6
998.0,7.97,281.28,4.6,79.2,10.72,8.49,2.23,5.31,435.5
997.92,7.7,281.01,4.51,80.2,10.52,8.44,2.08,5.27,436.3
997.86,7.41,280.73,4.41,81.2,10.31,8.37,1.94,5.24,434.8
997.74,7.4,280.73,4.39,81.2,10.3,8.37,1.94,5.23,432.9
997.61,7.36,280.7,4.38,81.3,10.28,8.36,1.92,5.23,434.8
997.53,7.27,280.61,4.63,83.3,10.21,8.51,1.71,5.32,439.7
997.42,7.02,280.37,4.61,84.6,10.04,8.49,1.55,5.31,443.6
997.37,6.78,280.14,4.52,85.5,9.87,8.44,1.43,5.28,441.8
997.27,6.68,280.05,4.39,85.3,9.81,8.37,1.44,5.23,437.3
997.16,6.82,280.19,4.36,84.3,9.9,8.35,1.55,5.22,438.8
997.08,6.52,279.9,4.15,84.8,9.7,8.23,1.47,5.15,438.0
996.99,5.84,279.23,4.03,88.1,9.26,8.15,1.1,5.1,447.2
996.9,5.73,279.13,4.21,89.9,9.19,8.26,0.93,5.17,448.8
996.85,5.93,279.33,4.02,87.5,9.31,8.15,1.16,5.1,439.9
996.8,6.16,279.56,4.06,86.4,9.46,8.17,1.29,5.12,441.7
996.76,5.94,279.35,3.96,87.1,9.32,8.12,1.2,5.08,438.0
996.68,5.77,279.19,3.88,87.6,9.21,8.07,1.14,5.05,438.3
996.57,5.69,279.11,3.84,87.9,9.16,8.05,1.11,5.04,442.2
996.49,5.7,279.13,3.78,87.4,9.17,8.01,1.16,5.02,441.7
996.4,5.51,278.95,3.45,86.5,9.05,7.83,1.22,4.9,436.8
996.3,5.28,278.73,3.43,87.8,8.9,7.82,1.09,4.89,439.4
996.26,5.05,278.5,3.74,91.2,8.76,7.99,0.77,5.0,454.6
996.23,4.99,278.44,3.86,92.4,8.72,8.06,0.66,5.05,460.0
996.25,4.75,278.2,3.97,94.7,8.58,8.12,0.45,5.09,465.0
996.31,4.61,278.05,4.0,95.8,8.49,8.14,0.36,5.1,464.9
996.34,4.62,278.06,3.93,95.3,8.5,8.1,0.4,5.07,463.8
996.36,4.72,278.16,3.87,94.2,8.56,8.06,0.5,5.05,463.5
996.43,4.68,278.11,3.83,94.2,8.53,8.04,0.49,5.03,462.8
996.34,4.94,278.38,3.67,91.5,8.69,7.95,0.74,4.98,451.5
996.36,5.36,278.8,3.66,88.8,8.95,7.95,1.0,4.98,450.9
996.35,5.54,278.98,3.58,87.2,9.06,7.9,1.16,4.95,452.5
996.41,5.47,278.91,3.67,88.1,9.02,7.95,1.07,4.98,454.7
996.39,5.74,279.18,3.65,86.4,9.19,7.94,1.25,4.97,454.0
996.33,5.97,279.41,3.65,85.0,9.34,7.94,1.4,4.97,451.8
996.36,6.32,279.76,3.93,84.6,9.57,8.1,1.47,5.07,462.4
996.29,6.9,280.34,4.24,83.1,9.96,8.27,1.68,5.18,466.5
996.27,6.79,280.24,4.27,83.9,9.88,8.29,1.59,5.19,461.4
996.3,6.83,280.28,4.39,84.4,9.91,8.36,1.55,5.24,460.4
996.29,7.22,280.66,4.46,82.6,10.18,8.41,1.77,5.26,460.5
996.26,7.28,280.73,4.6,83.0,10.23,8.49,1.74,5.32,456.6
996.24,7.87,281.32,4.64,80.0,10.64,8.51,2.13,5.33,453.1
996.25,8.08,281.53,4.62,78.72,10.8,8.5,2.3,5.32,450.9
996.24,8.48,281.93,4.81,77.61,11.09,8.61,2.48,5.39,452.1
996.13,8.74,282.2,4.85,76.49,11.29,8.64,2.65,5.41,453.6
996.13,8.84,282.3,4.94,76.44,11.37,8.69,2.68,5.44,448.8
996.09,8.96,282.43,4.92,75.75,11.46,8.68,2.78,5.44,446.2
996.06,9.25,282.72,4.91,74.19,11.69,8.67,3.02,5.43,444.4
996.02,9.9,283.37,5.11,72.01,12.21,8.79,3.42,5.51,442.4
995.98,10.41,283.89,5.27,70.37,12.64,8.89,3.74,5.57,441.5
995.92,10.82,284.3,4.92,66.84,12.99,8.68,4.31,5.44,434.4
995.88,11.65,285.14,4.86,63.01,13.72,8.65,5.08,5.42,430.8
995.81,12.04,285.53,4.78,61.06,14.08,8.6,5.48,5.39,431.3
995.75,12.83,286.33,5.07,59.15,14.83,8.77,6.06,5.5,432.4
995.72,13.18,286.68,4.93,57.24,15.18,8.69,6.49,5.44,432.9
995.61,14.02,287.53,4.99,54.41,16.03,8.72,7.31,5.47,427.9
995.51,14.58,288.1,4.77,51.67,16.62,8.59,8.03,5.38,423.7
995.47,15.17,288.69,4.71,49.53,17.27,8.55,8.71,5.36,417.2
995.34,15.77,289.31,4.89,48.27,17.94,8.66,9.28,5.43,415.2
995.3,16.13,289.67,5.15,48.03,18.36,8.82,9.54,5.53,413.5
995.25,16.5,290.04,4.71,45.51,18.8,8.56,10.24,5.36,411.3
995.16,16.76,290.31,4.15,43.02,19.11,8.22,10.89,5.16,409.3
995.05,16.84,290.4,4.47,43.77,19.21,8.41,10.8,5.27,408.3
995.01,17.3,290.87,4.92,43.89,19.78,8.68,11.1,5.44,406.8
994.93,17.89,291.46,5.15,42.96,20.53,8.82,11.71,5.53,406.9
994.86,18.25,291.83,5.5,43.05,21.0,9.04,11.96,5.67,406.5
994.72,18.52,292.11,5.71,42.93,21.36,9.17,12.19,5.75,406.6
994.63,18.62,292.22,5.86,43.12,21.49,9.27,12.22,5.82,407.1
994.51,18.92,292.53,5.9,42.44,21.9,9.29,12.61,5.83,407.2
994.35,18.92,292.54,5.94,42.57,21.9,9.32,12.58,5.85,407.4
994.23,19.25,292.88,6.09,42.12,22.35,9.42,12.94,5.91,408.1
994.16,19.48,293.12,6.14,41.66,22.68,9.45,13.23,5.93,407.0
994.05,19.85,293.5,5.61,39.26,23.2,9.11,14.09,5.72,405.2
993.87,20.1,293.77,5.15,37.44,23.57,8.82,14.74,5.54,404.6
993.78,20.4,294.07,4.74,35.71,24.01,8.57,15.43,5.38,403.4
993.67,20.63,294.31,4.88,35.56,24.35,8.66,15.69,5.44,404.4
993.56,20.86,294.55,5.27,36.03,24.7,8.9,15.8,5.59,404.8
993.43,20.99,294.69,4.95,34.95,24.89,8.7,16.19,5.47,404.5
993.3,21.12,294.84,5.41,35.8,25.09,8.98,16.11,5.64,405.0
993.23,21.39,295.11,4.9,33.97,25.51,8.67,16.85,5.45,403.7
993.11,21.45,295.18,4.0,31.77,25.61,8.14,17.47,5.11,401.4
992.93,21.66,295.41,4.45,32.37,25.94,8.4,17.54,5.28,400.1
992.9,21.58,295.33,3.59,30.63,25.81,7.91,17.91,4.97,399.8
992.77,21.53,295.29,4.58,32.95,25.73,8.48,17.25,5.33,399.9
992.73,21.62,295.39,4.27,32.05,25.87,8.29,17.58,5.21,400.2
992.65,21.77,295.54,3.72,30.55,26.11,7.98,18.14,5.01,400.0
992.55,21.86,295.64,4.12,31.26,26.26,8.21,18.05,5.16,399.7
992.42,21.95,295.74,4.35,31.6,26.4,8.34,18.06,5.25,400.0
992.27,21.86,295.67,4.45,31.99,26.26,8.4,17.86,5.28,400.6
992.1,21.72,295.54,4.36,32.06,26.03,8.35,17.69,5.25,400.1
992.05,21.7,295.52,4.09,31.5,26.0,8.19,17.81,5.15,399.2
992.03,21.61,295.44,3.7,30.8,25.86,7.96,17.89,5.01,399.6
992.06,21.49,295.31,3.74,31.12,25.67,7.99,17.68,5.02,400.3
992.08,21.46,295.28,3.56,30.78,25.62,7.89,17.74,4.96,401.4
992.09,21.35,295.17,3.91,31.76,25.45,8.08,17.37,5.08,402.9
992.12,21.21,295.03,4.44,33.26,25.23,8.39,16.84,5.28,403.4
992.05,20.81,294.63,4.87,35.14,24.62,8.65,15.97,5.44,402.9
992.03,20.56,294.38,4.98,35.96,24.24,8.72,15.53,5.48,402.8
991.99,20.42,294.25,4.82,35.85,24.04,8.62,15.42,5.42,402.0
991.98,20.25,294.08,4.65,35.82,23.78,8.52,15.27,5.36,401.7
992.05,20.03,293.85,4.62,36.23,23.46,8.5,14.96,5.35,402.9
992.12,19.58,293.39,4.68,37.42,22.82,8.54,14.28,5.37,403.8
992.21,19.24,293.05,4.51,37.75,22.34,8.43,13.91,5.3,403.2
992.29,19.11,292.91,4.42,37.82,22.16,8.38,13.78,5.27,403.3
992.35,18.81,292.6,4.53,38.83,21.75,8.45,13.3,5.31,405.2
992.4,18.48,292.27,4.23,38.83,21.3,8.27,13.03,5.2,405.7
992.5,18.12,291.9,3.9,38.78,20.83,8.08,12.75,5.08,406.2
992.52,17.43,291.21,4.56,42.43,19.94,8.46,11.48,5.32,410.1
992.51,17.11,290.88,3.87,41.25,19.54,8.06,11.48,5.07,408.0
992.54,17.05,290.82,3.4,40.07,19.47,7.8,11.67,4.9,407.0
992.52,17.1,290.87,3.15,39.23,19.53,7.66,11.87,4.82,407.3
992.48,17.0,290.78,3.17,39.55,19.41,7.68,11.73,4.82,408.7
992.48,16.75,290.53,2.99,39.67,19.1,7.58,11.52,4.76,409.1
992.5,16.8,290.57,2.46,38.06,19.16,7.29,11.87,4.58,407.1
992.46,17.15,290.93,2.71,37.91,19.59,7.43,12.16,4.67,407.0
992.36,17.23,291.02,3.16,38.95,19.69,7.67,12.02,4.82,407.1
992.27,17.04,290.84,3.23,39.6,19.46,7.7,11.75,4.84,407.0
992.23,16.26,290.06,4.05,44.11,18.51,8.17,10.35,5.14,415.9
992.19,14.84,288.64,4.61,50.26,16.9,8.5,8.41,5.34,422.6
992.26,13.99,287.78,4.32,52.01,16.0,8.32,7.68,5.23,420.0
992.29,13.5,287.29,4.43,54.13,15.5,8.39,7.11,5.27,420.4
992.34,13.44,287.22,4.55,54.78,15.44,8.46,6.98,5.32,422.6
992.36,13.25,287.03,4.58,55.58,15.25,8.47,6.77,5.33,422.8
992.36,12.99,286.77,4.76,57.27,14.99,8.58,6.4,5.4,428.3
992.36,12.72,286.5,4.84,58.61,14.73,8.63,6.09,5.43,429.1
992.34,12.61,286.39,4.92,59.39,14.62,8.68,5.94,5.46,430.3
992.31,12.4,286.18,4.56,58.71,14.42,8.47,5.95,5.32,422.8
992.31,12.07,285.85,4.5,59.72,14.11,8.43,5.68,5.3,419.8
992.29,11.5,285.28,4.81,63.4,13.59,8.61,4.97,5.42,425.1
992.3,11.15,284.93,4.86,65.11,13.28,8.64,4.63,5.44,426.3
992.34,11.13,284.91,5.18,66.67,13.26,8.84,4.42,5.56,430.8
992.38,11.03,284.8,5.11,66.79,13.17,8.8,4.37,5.53,430.1
992.42,10.8,284.57,5.03,67.43,12.97,8.75,4.22,5.5,427.9
992.45,10.86,284.63,5.16,67.81,13.02,8.83,4.19,5.55,429.7
992.43,10.51,284.28,5.15,69.36,12.72,8.82,3.9,5.55,429.9
992.46,10.07,283.83,5.22,71.74,12.35,8.86,3.49,5.57,437.1
992.45,9.88,283.64,5.11,72.13,12.2,8.8,3.4,5.53,435.3
992.44,9.68,283.44,5.16,73.34,12.03,8.82,3.21,5.55,436.2
992.42,9.49,283.26,5.17,74.35,11.88,8.83,3.05,5.55,436.6
992.38,9.42,283.19,5.16,74.68,11.82,8.83,2.99,5.55,434.7
992.32,9.44,283.21,5.7,77.39,11.84,9.16,2.68,5.76,446.4
992.33,9.33,283.1,5.47,76.76,11.75,9.02,2.73,5.67,441.2
992.39,8.98,282.75,5.22,77.23,11.48,8.86,2.61,5.57,442.1
992.37,8.57,282.34,5.05,78.49,11.16,8.76,2.4,5.51,439.2
992.33,8.58,282.35,4.93,77.77,11.17,8.69,2.48,5.46,433.3
992.31,8.67,282.44,4.92,77.24,11.24,8.68,2.56,5.46,434.3
992.2,8.6,282.38,4.92,77.61,11.19,8.68,2.5,5.46,434.3
992.16,8.5,282.28,4.98,78.47,11.11,8.72,2.39,5.48,439.6
992.2,8.12,281.9,4.96,80.4,10.83,8.7,2.12,5.47,440.1
992.25,7.62,281.4,5.12,84.1,10.46,8.8,1.66,5.53,448.1
992.25,7.57,281.34,5.23,85.1,10.43,8.87,1.55,5.58,451.8
992.25,7.58,281.35,5.26,85.2,10.43,8.89,1.54,5.59,457.6
992.26,7.6,281.38,5.22,84.8,10.45,8.86,1.59,5.57,456.4
992.19,7.4,281.18,5.22,86.0,10.31,8.86,1.44,5.58,457.2
992.14,7.3,281.08,5.22,86.6,10.23,8.86,1.37,5.58,457.7
992.12,7.15,280.94,5.18,87.2,10.13,8.84,1.3,5.56,457.4
992.12,7.15,280.94,5.11,86.8,10.13,8.79,1.34,5.53,452.6
992.1,6.79,280.57,4.81,87.2,9.88,8.62,1.26,5.42,447.7
992.04,6.34,280.13,4.77,89.6,9.58,8.59,1.0,5.4,448.3
991.96,6.33,280.13,4.95,90.8,9.58,8.7,0.88,5.47,456.6
992.0,6.35,280.14,5.12,91.8,9.59,8.8,0.79,5.54,463.9
991.99,6.39,280.18,5.0,90.8,9.61,8.73,0.88,5.49,462.4
992.05,6.24,280.03,4.95,91.4,9.52,8.7,0.82,5.47,462.1
991.95,6.41,280.21,5.0,90.7,9.63,8.73,0.9,5.49,464.7
991.91,6.21,280.01,4.87,91.1,9.49,8.65,0.85,5.44,461.6
991.87,6.18,279.98,4.98,92.0,9.48,8.72,0.76,5.49,461.8
991.87,6.01,279.81,5.01,93.3,9.36,8.74,0.63,5.5,463.7
991.88,6.06,279.87,4.85,91.9,9.4,8.64,0.76,5.44,463.7
991.85,6.1,279.91,4.8,91.3,9.43,8.61,0.82,5.41,460.4
991.91,6.1,279.9,4.78,91.2,9.42,8.59,0.83,5.41,461.6
991.9,5.93,279.73,4.74,92.0,9.31,8.57,0.75,5.39,459.1
992.06,5.87,279.66,4.7,92.2,9.27,8.55,0.72,5.38,462.3
992.06,5.86,279.65,4.84,93.1,9.27,8.63,0.64,5.43,468.8
992.08,5.84,279.63,4.85,93.3,9.26,8.64,0.62,5.43,469.0
992.17,6.51,280.28,4.78,88.7,9.69,8.6,1.1,5.41,458.3
992.27,6.99,280.77,4.79,85.8,10.02,8.6,1.42,5.41,463.2
992.16,7.29,281.07,4.88,84.6,10.23,8.65,1.58,5.44,469.5
992.07,8.06,281.85,4.99,80.9,10.78,8.72,2.06,5.49,467.6
991.98,8.32,282.12,5.15,80.4,10.97,8.82,2.15,5.55,466.3
992.0,8.67,282.47,5.18,78.64,11.24,8.84,2.4,5.56,467.9
992.05,8.98,282.78,5.3,77.68,11.48,8.92,2.56,5.61,467.0
992.05,9.12,282.91,5.34,77.12,11.59,8.94,2.65,5.62,467.2
992.01,9.31,283.11,5.44,76.68,11.74,9.0,2.74,5.66,465.9
992.06,10.21,284.01,5.52,72.62,12.47,9.05,3.41,5.7,459.3
992.05,10.75,284.55,5.61,70.48,12.93,9.11,3.82,5.73,452.4
991.98,10.89,284.69,5.82,70.83,13.05,9.24,3.81,5.82,450.5
992.0,10.87,284.67,5.98,71.74,13.03,9.35,3.68,5.88,447.6
992.04,11.74,285.54,6.17,68.59,13.8,9.47,4.34,5.96,446.1
992.05,12.26,286.06,6.34,67.07,14.29,9.58,4.7,6.03,444.1
992.14,12.69,286.49,6.52,66.0,14.7,9.7,5.0,6.1,442.3
992.16,12.83,286.62,6.25,64.18,14.83,9.52,5.31,5.99,437.4
992.11,12.85,286.65,6.16,63.71,14.85,9.46,5.39,5.95,438.8
992.06,13.19,286.99,6.16,62.33,15.19,9.47,5.72,5.96,437.8
992.05,13.65,287.46,6.17,60.52,15.65,9.47,6.18,5.96,433.0
992.0,14.16,287.97,6.41,59.53,16.18,9.63,6.55,6.06,430.5
991.98,14.71,288.52,6.7,58.6,16.76,9.82,6.94,6.18,427.0
991.98,15.25,289.06,6.3,55.06,17.36,9.56,7.8,6.01,421.8
991.83,15.49,289.32,6.54,55.13,17.62,9.72,7.91,6.12,420.9
991.71,15.81,289.65,6.61,54.27,17.99,9.76,8.23,6.15,421.3
991.67,16.26,290.1,6.39,51.94,18.51,9.62,8.9,6.05,416.1
991.63,16.78,290.63,7.02,52.46,19.14,10.04,9.1,6.32,418.0
991.57,17.11,290.96,7.17,51.93,19.54,10.15,9.39,6.39,417.6
991.53,17.39,291.25,7.35,51.65,19.89,10.27,9.62,6.47,418.4
991.44,17.68,291.55,7.42,50.95,20.26,10.32,9.94,6.5,415.4
991.44,18.01,291.88,7.4,49.83,20.69,10.31,10.38,6.49,414.1
991.35,18.28,292.16,7.43,49.1,21.04,10.33,10.71,6.51,413.4
991.33,18.65,292.53,7.44,48.01,21.53,10.34,11.19,6.51,412.6
991.32,18.9,292.78,7.35,46.95,21.87,10.27,11.6,6.47,411.5
991.22,19.24,293.13,7.5,46.44,22.34,10.37,11.97,6.54,411.6
991.18,19.52,293.41,7.44,45.47,22.73,10.34,12.4,6.51,410.3
991.14,19.8,293.7,6.89,43.01,23.13,9.95,13.18,6.27,408.8
991.0,20.16,294.07,6.64,41.36,23.65,9.78,13.87,6.16,408.6
990.96,20.38,294.29,6.23,39.67,23.98,9.51,14.47,5.99,407.1
990.84,20.6,294.52,6.07,38.7,24.3,9.41,14.9,5.93,406.8
990.82,20.97,294.9,6.32,38.48,24.86,9.57,15.3,6.03,406.0
990.8,20.85,294.78,6.23,38.53,24.68,9.51,15.17,5.99,406.4
990.71,20.98,294.92,6.53,39.02,24.88,9.71,15.17,6.12,406.4
990.6,21.19,295.14,6.25,37.77,25.2,9.52,15.68,6.0,404.7
990.57,21.35,295.3,6.05,36.89,25.45,9.39,16.06,5.92,403.8
990.46,21.71,295.67,6.1,36.22,26.02,9.42,16.59,5.94,403.9
990.32,21.88,295.85,6.01,35.63,26.29,9.37,16.92,5.9,403.3
990.17,22.07,296.06,5.37,33.67,26.59,8.95,17.64,5.64,400.7
990.11,22.27,296.26,5.08,32.61,26.92,8.78,18.14,5.53,400.0
990.14,22.32,296.31,4.88,32.05,27.0,8.65,18.35,5.45,400.0
990.11,22.62,296.61,4.94,31.61,27.5,8.69,18.81,5.48,399.3
990.1,22.73,296.72,4.82,31.14,27.68,8.62,19.06,5.43,398.9
990.03,22.69,296.69,5.19,32.02,27.62,8.84,18.77,5.57,399.1
990.0,22.83,296.83,5.35,32.12,27.85,8.95,18.91,5.64,398.9
989.9,22.75,296.76,5.09,31.7,27.72,8.79,18.93,5.54,398.6
989.87,22.87,296.88,4.91,31.07,27.92,8.67,19.24,5.47,398.6
989.84,22.83,296.85,4.85,31.01,27.85,8.64,19.21,5.45,398.6
989.89,22.82,296.83,4.65,30.61,27.83,8.52,19.31,5.37,398.9
989.78,22.73,296.75,4.49,30.43,27.68,8.42,19.26,5.31,399.3
989.77,22.67,296.69,4.7,30.99,27.58,8.55,19.03,5.39,399.6
989.77,22.43,296.45,5.14,32.43,27.18,8.82,18.37,5.56,401.0
989.8,22.24,296.26,5.54,33.72,26.87,9.06,17.81,5.71,400.7
989.81,22.09,296.11,5.84,34.76,26.63,9.26,17.37,5.84,401.0
989.76,21.92,295.94,6.02,35.57,26.35,9.37,16.98,5.91,400.6
989.76,21.8,295.82,6.06,35.93,26.16,9.4,16.76,5.93,400.4
989.81,21.72,295.74,5.84,35.54,26.03,9.25,16.78,5.83,400.5
989.87,21.56,295.57,5.67,35.48,25.78,9.15,16.63,5.77,400.8
989.96,21.31,295.31,5.7,36.1,25.39,9.17,16.22,5.78,401.8
990.04,20.94,294.93,6.08,37.92,24.82,9.41,15.41,5.93,403.5
990.14,20.62,294.6,6.0,38.47,24.33,9.36,14.97,5.9,404.3
990.21,20.52,294.5,5.83,38.24,24.18,9.25,14.94,5.83,403.7
990.31,20.37,294.34,5.93,38.86,23.96,9.31,14.65,5.87,404.4
990.42,20.07,294.03,5.98,39.74,23.52,9.35,14.17,5.89,405.6
990.5,19.87,293.82,6.01,40.3,23.23,9.36,13.87,5.9,405.3
990.55,19.5,293.45,6.14,41.63,22.7,9.45,13.25,5.96,406.7
990.61,19.17,293.11,6.25,42.81,22.24,9.52,12.72,6.0,406.8
990.69,18.96,292.89,6.4,43.81,21.95,9.62,12.34,6.06,407.6
990.76,18.75,292.68,6.5,44.72,21.67,9.69,11.98,6.11,407.7
990.85,18.55,292.47,6.53,45.36,21.4,9.71,11.69,6.12,407.6
990.85,18.32,292.24,6.63,46.35,21.09,9.78,11.32,6.16,407.9
990.85,18.17,292.09,6.68,46.95,20.89,9.81,11.08,6.18,407.8
990.93,17.85,291.76,6.74,48.1,20.48,9.85,10.63,6.21,408.8
991.01,17.44,291.34,6.76,49.43,19.95,9.86,10.09,6.21,409.7
991.04,17.31,291.21,6.61,49.32,19.79,9.76,10.03,6.15,408.8
991.05,17.11,291.01,6.61,49.95,19.54,9.76,9.78,6.15,409.6
991.1,16.96,290.85,6.64,50.52,19.36,9.78,9.58,6.16,409.5
991.11,16.9,290.79,6.61,50.62,19.28,9.76,9.52,6.15,409.0
991.09,17.04,290.93,6.53,49.89,19.46,9.71,9.75,6.11,407.9
991.05,17.2,291.1,6.57,49.53,19.65,9.73,9.92,6.13,407.8
991.03,17.05,290.95,6.57,50.01,19.47,9.74,9.73,6.13,408.3
991.07,16.93,290.83,6.5,50.15,19.32,9.69,9.63,6.1,408.8
991.05,16.89,290.79,6.41,49.97,19.27,9.63,9.64,6.07,409.4
991.06,16.89,290.79,6.4,49.93,19.27,9.62,9.65,6.06,409.7
991.14,16.81,290.7,6.43,50.27,19.17,9.64,9.54,6.07,409.8
991.2,16.79,290.67,6.46,50.44,19.15,9.66,9.49,6.08,410.2
991.2,16.8,290.68,6.45,50.38,19.16,9.65,9.51,6.08,410.4
991.23,16.74,290.62,6.48,50.69,19.09,9.68,9.41,6.09,411.4
991.25,16.61,290.49,6.48,51.09,18.93,9.67,9.26,6.09,411.1
991.24,16.52,290.4,6.54,51.6,18.82,9.71,9.11,6.12,411.7
991.23,15.0,288.88,7.23,59.67,17.08,10.19,6.89,6.42,426.9
991.17,14.31,288.19,7.16,62.07,16.33,10.14,6.2,6.39,427.6
991.18,13.48,287.36,7.32,66.24,15.48,10.25,5.22,6.46,430.0
991.26,13.05,286.92,7.3,68.01,15.05,10.23,4.81,6.45,433.1
991.22,12.69,286.56,7.16,68.97,14.7,10.14,4.56,6.39,430.7
991.17,12.46,286.34,7.08,69.66,14.48,10.08,4.39,6.35,427.7
991.15,12.25,286.13,7.16,71.02,14.28,10.14,4.14,6.39,434.3
991.18,11.85,285.72,7.13,72.75,13.91,10.12,3.79,6.37,432.0
991.2,11.54,285.41,7.03,73.77,13.62,10.05,3.57,6.33,433.0
991.18,11.19,285.06,7.12,75.94,13.31,10.11,3.2,6.37,437.3
991.27,11.01,284.87,7.06,76.57,13.15,10.07,3.08,6.34,437.3
991.35,10.64,284.5,7.12,78.78,12.83,10.11,2.72,6.37,441.2
991.32,10.4,284.26,7.34,81.3,12.63,10.27,2.36,6.47,445.0
991.31,10.32,284.18,7.16,80.7,12.56,10.14,2.42,6.38,441.0
991.37,10.14,283.99,7.27,82.3,12.41,10.21,2.2,6.43,446.7
991.36,10.12,283.97,7.16,81.8,12.39,10.14,2.26,6.39,441.0
991.3,10.31,284.17,7.17,80.8,12.55,10.14,2.41,6.39,437.9
991.24,10.16,284.02,7.13,81.4,12.43,10.12,2.31,6.37,438.5
991.18,9.88,283.75,6.92,81.8,12.2,9.98,2.22,6.28,431.5
991.08,9.69,283.57,6.83,82.3,12.04,9.91,2.13,6.24,436.1
991.02,9.63,283.51,6.96,83.4,11.99,10.0,1.99,6.3,438.6
990.98,9.43,283.31,6.87,84.0,11.83,9.94,1.89,6.26,440.1
990.98,9.35,283.23,7.0,85.2,11.77,10.03,1.74,6.32,443.1
991.0,9.35,283.23,7.17,86.2,11.77,10.14,1.62,6.39,444.6
990.95,9.17,283.06,7.02,86.4,11.63,10.04,1.58,6.33,449.0
990.96,9.02,282.9,6.94,86.8,11.51,9.99,1.52,6.29,443.2
990.95,8.87,282.75,6.76,86.6,11.39,9.87,1.53,6.22,439.9
991.02,8.3,282.18,6.6,89.0,10.96,9.75,1.21,6.15,450.1
991.0,7.96,281.83,6.94,93.3,10.71,9.99,0.72,6.29,463.9
990.94,8.0,281.88,7.03,93.6,10.74,10.05,0.69,6.33,463.7
990.91,8.11,282.0,7.03,92.9,10.82,10.05,0.77,6.33,461.2
990.98,8.43,282.31,7.08,91.2,11.06,10.08,0.97,6.35,460.1
991.07,8.27,282.14,7.1,92.3,10.94,10.1,0.84,6.36,459.6
990.99,8.09,281.97,7.01,92.9,10.8,10.04,0.77,6.32,459.8
990.93,7.99,281.87,6.9,92.8,10.73,9.96,0.77,6.28,452.1
990.91,7.97,281.85,6.73,91.9,10.71,9.84,0.87,6.2,446.1
990.91,7.78,281.66,6.59,92.2,10.58,9.75,0.82,6.14,444.5
990.99,7.35,281.23,6.28,92.9,10.27,9.54,0.73,6.01,451.5
990.95,7.12,281.0,6.36,94.9,10.11,9.6,0.52,6.05,452.5
990.97,7.13,281.01,6.52,95.9,10.12,9.7,0.41,6.11,469.9
991.08,7.23,281.1,6.63,96.0,10.18,9.78,0.41,6.16,468.1
991.16,7.34,281.2,6.68,95.6,10.26,9.81,0.45,6.18,465.2
991.17,7.33,281.19,6.55,94.8,10.26,9.72,0.53,6.12,466.9
991.14,7.31,281.18,6.63,95.4,10.24,9.77,0.47,6.16,450.3
991.22,7.46,281.32,6.53,93.8,10.35,9.71,0.64,6.12,448.0
991.28,7.77,281.62,6.7,92.9,10.57,9.82,0.75,6.19,446.2
991.38,8.41,282.26,6.54,88.0,11.04,9.72,1.33,6.12,453.4
991.5,8.36,282.2,6.36,87.2,11.0,9.6,1.41,6.04,468.7
991.55,8.66,282.49,6.61,86.9,11.23,9.76,1.47,6.15,476.1
991.61,9.28,283.11,6.78,84.3,11.71,9.87,1.84,6.22,477.4
991.62,9.54,283.37,6.84,83.2,11.92,9.92,2.0,6.24,481.3
991.64,9.86,283.69,6.94,82.0,12.18,9.99,2.19,6.29,476.6
991.68,10.46,284.29,6.99,79.06,12.68,10.02,2.65,6.31,471.6
991.69,10.88,284.71,7.1,77.44,13.04,10.1,2.94,6.36,471.2
991.64,11.19,285.02,7.12,75.95,13.31,10.11,3.2,6.37,466.6
991.65,11.48,285.31,7.21,74.96,13.57,10.17,3.4,6.4,462.9
991.65,11.78,285.61,7.23,73.6,13.84,10.19,3.65,6.41,459.6
991.57,11.93,285.77,7.39,73.66,13.98,10.3,3.68,6.48,458.8
991.52,12.34,286.19,7.64,72.97,14.36,10.48,3.88,6.6,456.6
991.57,12.59,286.43,7.66,71.86,14.6,10.49,4.11,6.61,455.7
991.54,12.79,286.64,7.7,71.11,14.79,10.52,4.27,6.63,452.2
991.48,13.25,287.1,7.73,69.13,15.25,10.54,4.71,6.64,451.7
991.49,13.74,287.59,7.86,67.57,15.74,10.64,5.1,6.7,451.1
991.48,14.19,288.04,7.88,65.73,16.21,10.65,5.55,6.71,450.8
991.39,14.98,288.84,8.03,63.07,17.06,10.76,6.3,6.78,445.9
991.33,15.22,289.09,8.15,62.63,17.32,10.85,6.47,6.84,441.3
991.3,15.64,289.51,8.21,61.22,17.8,10.89,6.9,6.86,436.2
991.24,16.01,289.89,8.29,60.12,18.22,10.95,7.27,6.9,436.9
991.17,16.67,290.56,8.57,58.73,19.0,11.16,7.84,7.03,436.1
991.02,16.71,290.61,8.65,58.89,19.05,11.22,7.83,7.07,430.5
